id;sentence;type;subject;direction;object;issue;alt_issue;source;prompttype;match_det;match_dir;match_sub;match_ob;match_issue;match_whole;issue_problems;cs_id
19;But the Institute for Fiscal Studies has pointed out that these savings will be quickly eroded by other rising energy costs.;actor-actor;Institute for Fiscal Studies;opposition;Labour;lowering energy costs;NA;true;baseline;;;;;;;;
19;But the Institute for Fiscal Studies has pointed out that these savings will be quickly eroded by other rising energy costs.;actor-actor;Institute for Fiscal Studies;opposition;Labour;lowering energy costs;NA;true;shortened;;;;;;;;
19;But the Institute for Fiscal Studies has pointed out that these savings will be quickly eroded by other rising energy costs.;actor-actor;Institute for Fiscal Studies;opposition;Labour;lowering energy costs;NA;true;fewshot;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party (UK);opposition;Reform UK;NA;NA;true;baseline;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-issue;Labour Party (UK);support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party (UK);opposition;Reform UK;NA;NA;true;shortened;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-issue;Labour Party (UK);support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-actor;Labour Party (UK);opposition;Reform UK;NA;NA;true;fewshot;;;;;;;;
20;The chancellor is hoping her focus on reducing energy bills will help bolster Labour’s slump in the polls, dent the appeal of Reform UK and mitigate the impact of widely expected tax rises in the autumn budget.;actor-issue;Labour Party (UK);support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
21;He added: “The risk here is that, like winter fuel payments, the additional benefit of cutting support schemes for clean technology isn’t noticed by the majority, but really is by those that lose out.”;actor-issue;Institute of Public Policy Research;ambiguous;NA;subsidies for sustainable homes;promoting green technology;true;baseline;;;;;;;;
21;He added: “The risk here is that, like winter fuel payments, the additional benefit of cutting support schemes for clean technology isn’t noticed by the majority, but really is by those that lose out.”;actor-issue;Institute of Public Policy Research;ambiguous;NA;subsidies for sustainable homes;promoting green technology;true;shortened;;;;;;;;
21;He added: “The risk here is that, like winter fuel payments, the additional benefit of cutting support schemes for clean technology isn’t noticed by the majority, but really is by those that lose out.”;actor-issue;Institute of Public Policy Research;ambiguous;NA;subsidies for sustainable homes;promoting green technology;true;fewshot;;;;;;;;
22;"As political hostages to fortune go, Ed Miliband's pledge to cut household energy bills by £300 a year by 2030 was, as they say in Whitehall, ""unwise"".";actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
22;"As political hostages to fortune go, Ed Miliband's pledge to cut household energy bills by £300 a year by 2030 was, as they say in Whitehall, ""unwise"".";actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
22;"As political hostages to fortune go, Ed Miliband's pledge to cut household energy bills by £300 a year by 2030 was, as they say in Whitehall, ""unwise"".";actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
23;The findings were mirrored in analysis for The Times carried out last month, which found households will still be paying more for energy by the end of the decade than they were when Labour came to power last year.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
23;The findings were mirrored in analysis for The Times carried out last month, which found households will still be paying more for energy by the end of the decade than they were when Labour came to power last year.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
23;The findings were mirrored in analysis for The Times carried out last month, which found households will still be paying more for energy by the end of the decade than they were when Labour came to power last year.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
24;Leo Vincent, a senior policy adviser at the E3G thinktank, said: “If this is really what the government is planning, it is robbing Peter to pay Paul”.;actor-actor;E3G Thinktank;opposition;Labour;support for heat pumps;NA;true;baseline;;;;;;;;
24;Leo Vincent, a senior policy adviser at the E3G thinktank, said: “If this is really what the government is planning, it is robbing Peter to pay Paul”.;actor-actor;E3G Thinktank;opposition;Labour;support for heat pumps;NA;true;shortened;;;;;;;;
24;Leo Vincent, a senior policy adviser at the E3G thinktank, said: “If this is really what the government is planning, it is robbing Peter to pay Paul”.;actor-actor;E3G Thinktank;opposition;Labour;support for heat pumps;NA;true;fewshot;;;;;;;;
25;The problem of the last 14 years is that political expediency always came above the national interest;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
25;The problem of the last 14 years is that political expediency always came above the national interest;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
25;The problem of the last 14 years is that political expediency always came above the national interest;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
26;As I am here, scores of people are being searched for after being buried under a landslide;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
26;As I am here, scores of people are being searched for after being buried under a landslide;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
26;As I am here, scores of people are being searched for after being buried under a landslide;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
27;The Treasury declined to comment on budget speculation, but those in the energy industry say the plans could backfire in the longer term.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
28;The rest of the savings will come from cutting levies that the government imposes on energy bills, including the energy company obligation (ECO).;actor-issue;Labour Party (UK);support;NA;lowering energy costs;lowering levies or environmental taxes;true;baseline;;;;;;;;
28;The rest of the savings will come from cutting levies that the government imposes on energy bills, including the energy company obligation (ECO).;actor-issue;Labour Party (UK);support;NA;lowering energy costs;lowering levies or environmental taxes;true;shortened;;;;;;;;
28;The rest of the savings will come from cutting levies that the government imposes on energy bills, including the energy company obligation (ECO).;actor-issue;Labour Party (UK);support;NA;lowering energy costs;lowering levies or environmental taxes;true;fewshot;;;;;;;;
29;This could allow ministers to invest huge amounts to subsidise technologies like solar power and batteries that could allow some homes to eliminate almost all electricity costs by generating and storing their own www.power.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
29;This could allow ministers to invest huge amounts to subsidise technologies like solar power and batteries that could allow some homes to eliminate almost all electricity costs by generating and storing their own www.power.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
29;This could allow ministers to invest huge amounts to subsidise technologies like solar power and batteries that could allow some homes to eliminate almost all electricity costs by generating and storing their own www.power.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
30;Ed Miliband, the energy secretary, promised at the general election that household energy bills would fall by £300 by the end of the parliament.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
30;Ed Miliband, the energy secretary, promised at the general election that household energy bills would fall by £300 by the end of the parliament.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
30;Ed Miliband, the energy secretary, promised at the general election that household energy bills would fall by £300 by the end of the parliament.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
31;About a million people are expected to have bills cut as a result of the new loan scheme;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
31;About a million people are expected to have bills cut as a result of the new loan scheme;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
31;About a million people are expected to have bills cut as a result of the new loan scheme;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
32;The move will mean restricting heat-pump subsidies so that only those receiving certain benefits will be allowed to claim them, sharply bringing down costs to the government.;actor-issue;Labour Party (UK);opposition;NA;support for heat pumps;NA;true;baseline;;;;;;;;
32;The move will mean restricting heat-pump subsidies so that only those receiving certain benefits will be allowed to claim them, sharply bringing down costs to the government.;actor-issue;Labour Party (UK);opposition;NA;support for heat pumps;NA;true;shortened;;;;;;;;
32;The move will mean restricting heat-pump subsidies so that only those receiving certain benefits will be allowed to claim them, sharply bringing down costs to the government.;actor-issue;Labour Party (UK);opposition;NA;support for heat pumps;NA;true;fewshot;;;;;;;;
33;This is a disastrous sticking plaster ‘solution’ that would let down working families across the country who need the security of predictable and low bills.;actor-issue;E3G Thinkthank;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
33;This is a disastrous sticking plaster ‘solution’ that would let down working families across the country who need the security of predictable and low bills.;actor-issue;E3G Thinkthank;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
33;This is a disastrous sticking plaster ‘solution’ that would let down working families across the country who need the security of predictable and low bills.;actor-issue;E3G Thinkthank;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
34;Some of the wording in the plan seems to deprioritise insulation,” said Christopher Hammond, the chief executive of UK100, a group of local government leaders for climate action;actor-issue;UK100;support;NA;isolating existing buildings;NA;true;baseline;;;;;;;;
34;Some of the wording in the plan seems to deprioritise insulation,” said Christopher Hammond, the chief executive of UK100, a group of local government leaders for climate action;actor-issue;UK100;support;NA;isolating existing buildings;NA;true;shortened;;;;;;;;
34;Some of the wording in the plan seems to deprioritise insulation,” said Christopher Hammond, the chief executive of UK100, a group of local government leaders for climate action;actor-issue;UK100;support;NA;isolating existing buildings;NA;true;fewshot;;;;;;;;
35;We can help the world in its the transition to clean energy,” he said.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
35;We can help the world in its the transition to clean energy,” he said.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
35;We can help the world in its the transition to clean energy,” he said.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
36;Also, solar panels have dropped rapidly in price to about £6,000 including installation for the average house, and are now available in forms such as DIY plug-in sets and balcony panels;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
36;Also, solar panels have dropped rapidly in price to about £6,000 including installation for the average house, and are now available in forms such as DIY plug-in sets and balcony panels;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
36;Also, solar panels have dropped rapidly in price to about £6,000 including installation for the average house, and are now available in forms such as DIY plug-in sets and balcony panels;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
37;Those consulted on the plans say the chancellor is particularly looking at reducing or eliminating the energy company obligation, under which energy firms help pay for home improvement measures such as insulation and new heating schemes;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
37;Those consulted on the plans say the chancellor is particularly looking at reducing or eliminating the energy company obligation, under which energy firms help pay for home improvement measures such as insulation and new heating schemes;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
37;Those consulted on the plans say the chancellor is particularly looking at reducing or eliminating the energy company obligation, under which energy firms help pay for home improvement measures such as insulation and new heating schemes;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
38;I think if we're in the late 2030s and we still haven't figured out how to make hydrogen cheaply then I'll be worried ?;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
38;I think if we're in the late 2030s and we still haven't figured out how to make hydrogen cheaply then I'll be worried ?;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
38;I think if we're in the late 2030s and we still haven't figured out how to make hydrogen cheaply then I'll be worried ?;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
39;That has been the experience of tens of thousands of households after what MPs have condemned as the “catastrophic failure” of the energy company obligation (Eco) insulation programme run by the last Conservative government, the results of which have only recently been uncovered.;actor-actor;Members of parliament (UK);opposition;Conservative Party (Tories);isolating existing buildings;NA;true;baseline;;;;;;;;
39;That has been the experience of tens of thousands of households after what MPs have condemned as the “catastrophic failure” of the energy company obligation (Eco) insulation programme run by the last Conservative government, the results of which have only recently been uncovered.;actor-actor;Members of parliament (UK);opposition;Conservative Party (Tories);isolating existing buildings;NA;true;shortened;;;;;;;;
39;That has been the experience of tens of thousands of households after what MPs have condemned as the “catastrophic failure” of the energy company obligation (Eco) insulation programme run by the last Conservative government, the results of which have only recently been uncovered.;actor-actor;Members of parliament (UK);opposition;Conservative Party (Tories);isolating existing buildings;NA;true;fewshot;;;;;;;;
40;So why is this, what is driving up prices and is there anything the government can do to get back on track?. an unwise pledge The genesis of Miliband's pledge was a report by the energy think tank Ember dating back to 2023;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
40;So why is this, what is driving up prices and is there anything the government can do to get back on track?. an unwise pledge The genesis of Miliband's pledge was a report by the energy think tank Ember dating back to 2023;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
40;So why is this, what is driving up prices and is there anything the government can do to get back on track?. an unwise pledge The genesis of Miliband's pledge was a report by the energy think tank Ember dating back to 2023;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
41;Rightwing parties were winning elections and topping polls because “people are deeply unhappy with the status quo”, he said;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
41;Rightwing parties were winning elections and topping polls because “people are deeply unhappy with the status quo”, he said;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
41;Rightwing parties were winning elections and topping polls because “people are deeply unhappy with the status quo”, he said;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
42;Lula da Silva, the president of host nation Brazil, said: “It took 28 climate Cops for us to commit, in Dubai, to a just, orderly and equitable energy transition”.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
42;Lula da Silva, the president of host nation Brazil, said: “It took 28 climate Cops for us to commit, in Dubai, to a just, orderly and equitable energy transition;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
42;Lula da Silva, the president of host nation Brazil, said: “It took 28 climate Cops for us to commit, in Dubai, to a just, orderly and equitable energy transition”.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
43;Dale Vince, the renewable energy magnate who has donated more than £6 million to the Labour Party, also said that plans to roll out cheap loans for households should be restricted to solar panels.;actor-actor;Individual businesspeople;support;Labour;NA;NA;true;baseline;;;;;;;;
43;Dale Vince, the renewable energy magnate who has donated more than £6 million to the Labour Party, also said that plans to roll out cheap loans for households should be restricted to solar panels.;actor-issue;Individual businesspeople;support;NA;promoting solar power construction;NA;true;baseline;;;;;;;;
43;Dale Vince, the renewable energy magnate who has donated more than £6 million to the Labour Party, also said that plans to roll out cheap loans for households should be restricted to solar panels.;actor-actor;Individual businesspeople;support;Labour;NA;NA;true;shortened;;;;;;;;
43;Dale Vince, the renewable energy magnate who has donated more than £6 million to the Labour Party, also said that plans to roll out cheap loans for households should be restricted to solar panels.;actor-issue;Individual businesspeople;support;NA;promoting solar power construction;NA;true;shortened;;;;;;;;
43;Dale Vince, the renewable energy magnate who has donated more than £6 million to the Labour Party, also said that plans to roll out cheap loans for households should be restricted to solar panels.;actor-actor;Individual businesspeople;support;Labour;NA;NA;true;fewshot;;;;;;;;
43;Dale Vince, the renewable energy magnate who has donated more than £6 million to the Labour Party, also said that plans to roll out cheap loans for households should be restricted to solar panels.;actor-issue;Individual businesspeople;support;NA;promoting solar power construction;NA;true;fewshot;;;;;;;;
44;Hammond said the best way to ensure quality was for local governments to work closely with local suppliers over the long term, building relationships and trust so that problems could be rectified and work of a high standard replicated across areas, potentially through “street by street” retrofit programmes.;actor-issue;UK100;support;NA;supporting local companies;NA;true;baseline;;;;;;;;
44;Hammond said the best way to ensure quality was for local governments to work closely with local suppliers over the long term, building relationships and trust so that problems could be rectified and work of a high standard replicated across areas, potentially through “street by street” retrofit programmes.;actor-issue;UK100;support;NA;supporting local companies;NA;true;shortened;;;;;;;;
44;Hammond said the best way to ensure quality was for local governments to work closely with local suppliers over the long term, building relationships and trust so that problems could be rectified and work of a high standard replicated across areas, potentially through “street by street” retrofit programmes.;actor-issue;UK100;support;NA;supporting local companies;NA;true;fewshot;;;;;;;;
45;"The Department for Energy Security and Net Zero said: ""This is nonsense - families will see an average of £150 in costs off their bill this April thanks to government action which has been welcomed by Martin Lewis [the consumer finance expert] and Citizens Advice""";actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
45;"The Department for Energy Security and Net Zero said: ""This is nonsense - families will see an average of £150 in costs off their bill this April thanks to government action which has been welcomed by Martin Lewis [the consumer finance expert] and Citizens Advice"".";actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
45;"The Department for Energy Security and Net Zero said: ""This is nonsense - families will see an average of £150 in costs off their bill this April thanks to government action which has been welcomed by Martin Lewis [the consumer finance expert] and Citizens Advice""";actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
46;"At the budget in November, Rachel Reeves said: ""We are keeping our promise to get energy bills down and cut the cost of living, with £150 cut from the average household energy bill from April.""";actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
46;"At the budget in November, Rachel Reeves said: ""We are keeping our promise to get energy bills down and cut the cost of living, with £150 cut from the average household energy bill from April.""";actor-issue;Labour;support;NA;decrease cost of living;NA;true;baseline;;;;;;;;
46;"At the budget in November, Rachel Reeves said: ""We are keeping our promise to get energy bills down and cut the cost of living, with £150 cut from the average household energy bill from April.""";actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
46;"At the budget in November, Rachel Reeves said: ""We are keeping our promise to get energy bills down and cut the cost of living, with £150 cut from the average household energy bill from April.""";actor-issue;Labour;support;NA;decrease cost of living;NA;true;shortened;;;;;;;;
46;"At the budget in November, Rachel Reeves said: ""We are keeping our promise to get energy bills down and cut the cost of living, with £150 cut from the average household energy bill from April.""";actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
46;"At the budget in November, Rachel Reeves said: ""We are keeping our promise to get energy bills down and cut the cost of living, with £150 cut from the average household energy bill from April.""";actor-issue;Labour;support;NA;decrease cost of living;NA;true;fewshot;;;;;;;;
47;However, while BP's was selected as a priority project to receive government support and store its emissions under the North Sea, H2NorthEast is still awaiting selection;actor-actor;Labour;support;BP;support for hydrogen-based energy;NA;true;baseline;;;;;;;;
47;However, while BP's was selected as a priority project to receive government support and store its emissions under the North Sea, H2NorthEast is still awaiting selection;actor-actor;Labour;support;BP;support for hydrogen-based energy;NA;true;shortened;;;;;;;;
47;However, while BP's was selected as a priority project to receive government support and store its emissions under the North Sea, H2NorthEast is still awaiting selection;actor-actor;Labour;support;BP;support for hydrogen-based energy;NA;true;fewshot;;;;;;;;
48;"What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.""";actor-actor;Conservative party (Tories);opposition;Labour Party (UK);lowering energy costs;NA;true;baseline;;;;;;;;
48;"What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.""";actor-actor;Conservative party (Tories);opposition;Labour Party (UK);lowering energy costs;NA;true;shortened;;;;;;;;
48;What's worse is that Ed Miliband and his ministers are ignoring the core problem: that Britain has the highest electricity prices in the world and their plans to decarbonise at breakneck speed will send prices even higher whilst lining the pockets of wind developers.;actor-actor;Conservative party (Tories);opposition;Labour Party (UK);lowering energy costs;NA;true;fewshot;;;;;;;;
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;shortened;;;;;;;;
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
49;Reeves and the prime minister have identified high energy bills as being a major source of financial pressure for voters and are planning a relief package likely to cost about £3bn a year.;actor-issue;Labour;support;NA;lowering energy costs;NA;true;fewshot;;;;;;;;
50;The Earth can no longer sustain the development model based on the intensive use of fossil fuels that has prevailed for the last 200 years.”;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
50;The Earth can no longer sustain the development model based on the intensive use of fossil fuels that has prevailed for the last 200 years.”;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
50;The Earth can no longer sustain the development model based on the intensive use of fossil fuels that has prevailed for the last 200 years.”;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
51;In a sign of internal government concerns over the possible market reaction, Labour has organised a series of pre-budget “economic insight sessions” for Labour MPs with economists and former ministers in recent weeks.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
51;In a sign of internal government concerns over the possible market reaction, Labour has organised a series of pre-budget “economic insight sessions” for Labour MPs with economists and former ministers in recent weeks.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
51;In a sign of internal government concerns over the possible market reaction, Labour has organised a series of pre-budget “economic insight sessions” for Labour MPs with economists and former ministers in recent weeks.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
52;"Part of the answer could be in the pipelines Butterworth's company operates; it has been carrying out trials to prove that hydrogen can be safely blended in with natural gas, and the government has consulted on a ""minded-to"" position to allow up to 2 per cent of blending";actor-issue;Labour;support;NA;support for hydrogen-based energy;NA;true;baseline;;;;;;;;
52;"Part of the answer could be in the pipelines Butterworth's company operates; it has been carrying out trials to prove that hydrogen can be safely blended in with natural gas, and the government has consulted on a ""minded-to"" position to allow up to 2 per cent of blending";actor-issue;Labour;support;NA;support for hydrogen-based energy;NA;true;shortened;;;;;;;;
52;"Part of the answer could be in the pipelines Butterworth's company operates; it has been carrying out trials to prove that hydrogen can be safely blended in with natural gas, and the government has consulted on a ""minded-to"" position to allow up to 2 per cent of blending";actor-issue;Labour;support;NA;support for hydrogen-based energy;NA;true;fewshot;;;;;;;;
53;Speaking in Brazil, the energy secretary said acting to rein in the greenhouse gas emissions driving global warming would create jobs and protect future generations.;actor-issue;Labour;support;NA;promoting green jobs;NA;true;baseline;;;;;;;;
53;Speaking in Brazil, the energy secretary said acting to rein in the greenhouse gas emissions driving global warming would create jobs and protect future generations.;actor-issue;Labour;support;NA;"reaching carbon neutrality/""net zero""";fighting climate change (general);true;baseline;;;;;;;;
53;Speaking in Brazil, the energy secretary said acting to rein in the greenhouse gas emissions driving global warming would create jobs and protect future generations.;actor-issue;Labour;support;NA;promoting green jobs;NA;true;shortened;;;;;;;;
53;Speaking in Brazil, the energy secretary said acting to rein in the greenhouse gas emissions driving global warming would create jobs and protect future generations.;actor-issue;Labour;support;NA;"reaching carbon neutrality/""net zero""";fighting climate change (general);true;shortened;;;;;;;;
53;Speaking in Brazil, the energy secretary said acting to rein in the greenhouse gas emissions driving global warming would create jobs and protect future generations.;actor-issue;Labour;support;NA;promoting green jobs;NA;true;fewshot;;;;;;;;
53;Speaking in Brazil, the energy secretary said acting to rein in the greenhouse gas emissions driving global warming would create jobs and protect future generations.;actor-issue;Labour;support;NA;"reaching carbon neutrality/""net zero""";fighting climate change (general);true;fewshot;;;;;;;;
54;And, because Miliband has set a 2030 deadline to produce almost all of our power from clean sources, many of these costs are on bills sooner and higher than they otherwise would be.;actor-issue;Labour;support;NA;support renewable energy development;NA;true;baseline;;;;;;;;
54;And, because Miliband has set a 2030 deadline to produce almost all of our power from clean sources, many of these costs are on bills sooner and higher than they otherwise would be.;actor-issue;Labour;support;NA;support renewable energy development;NA;true;shortened;;;;;;;;
54;And, because Miliband has set a 2030 deadline to produce almost all of our power from clean sources, many of these costs are on bills sooner and higher than they otherwise would be.;actor-issue;Labour;support;NA;support renewable energy development;NA;true;fewshot;;;;;;;;
55;This will be achieved by removing levies used to subsidise older renewable energy projects from bills and shifting the costs to general taxation instead.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;support renewable energy development;true;baseline;;;;;;;;
55;This will be achieved by removing levies used to subsidise older renewable energy projects from bills and shifting the costs to general taxation instead.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;support renewable energy development;true;shortened;;;;;;;;
55;This will be achieved by removing levies used to subsidise older renewable energy projects from bills and shifting the costs to general taxation instead.;actor-issue;Labour;support;NA;lowering environmental taxes and fees;support renewable energy development;true;fewshot;;;;;;;;
56;He urged world leaders to find funds to support vulnerable nations, saying climate finance was their main hope now that governments were cutting overseas development aid.;NA;NA;NA;NA;NA;NA;true;baseline;;;;;;;;
2;Well-insulated homes are cheap to run – in the best, heating bills are minimal – and pleasant to live in, especially for older people, children and those with health problems, but installing insulation is easy to get wrong.;NA;;NA;NA;NA;NA;llm;baseline;;;;;;;;
56;He urged world leaders to find funds to support vulnerable nations, saying climate finance was their main hope now that governments were cutting overseas development aid.;NA;NA;NA;NA;NA;NA;true;shortened;;;;;;;;
2;Well-insulated homes are cheap to run – in the best, heating bills are minimal – and pleasant to live in, especially for older people, children and those with health problems, but installing insulation is easy to get wrong.;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
56;He urged world leaders to find funds to support vulnerable nations, saying climate finance was their main hope now that governments were cutting overseas development aid.;NA;NA;NA;NA;NA;NA;true;fewshot;;;;;;;;
2;Well-insulated homes are cheap to run – in the best, heating bills are minimal – and pleasant to live in, especially for older people, children and those with health problems, but installing insulation is easy to get wrong.;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
57;When BP pulled the plug on H2Teesside, the most eye-catching reason it gave was it was up against a rival proposal to build a data centre on the same site, which had won planning consent;actor-issue;BP Plc / British Petrolium;opposition;NA;support for hydrogen-based energy;NA;true;baseline;;;;;;;;
3;Related: Prospect of breaking 50-year income tax taboo shows scale of Reeves’s challenge;NA;NA;NA;NA;NA;NA;llm;baseline;;;;;;;;
57;When BP pulled the plug on H2Teesside, the most eye-catching reason it gave was it was up against a rival proposal to build a data centre on the same site, which had won planning consent;actor-issue;BP Plc / British Petrolium;opposition;NA;support for hydrogen-based energy;NA;true;shortened;;;;;;;;
3;Related: Prospect of breaking 50-year income tax taboo shows scale of Reeves’s challenge;NA;NA;NA;NA;NA;NA;llm;shortened;;;;;;;;
57;When BP pulled the plug on H2Teesside, the most eye-catching reason it gave was it was up against a rival proposal to build a data centre on the same site, which had won planning consent;actor-issue;BP Plc / British Petrolium;opposition;NA;support for hydrogen-based energy;NA;true;fewshot;;;;;;;;
3;Related: Prospect of breaking 50-year income tax taboo shows scale of Reeves’s challenge;NA;NA;NA;NA;NA;NA;llm;fewshot;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;lowering energy costs;NA;true;baseline;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;promoting green jobs;NA;true;baseline;;;;;;;;
58;"Labour's Green Prosperity Plan (will) create 650,000 good jobs, cut bills by £300 on average and deliver real energy security,"" the party stated.";actor-issue;Labour;support;NA;ensuring a stable energy supply;for energy independency;true;baseline;;;;;;;;
